"gene.pair","MFR.value","type"
"P29317_P41567",0.548128752335416,"negative"
"P29320_P41567",0.496044077221305,"negative"
"O14893_P41586",0.548467183277606,"negative"
"O95750_P41586",0.655247520252705,"negative"
"P18509_P41586",0.682210766001407,"positive"
"O15467_P41597",0.595321073465686,"positive"
"P13500_P41597",0.648327563868402,"positive"
"P15976_P41597",0.667117923944984,"negative"
"P08151_P41743",0.639284669524864,"positive"
"P09619_P42229",0.55968517264173,"positive"
"P35070_P42229",0.482871037599013,"negative"
"P13674_P42261",0.546964950226863,"negative"
"P24864_P42262",0.54379243749769,"negative"
"P42262_P42263",0.816106214739519,"positive"
"P32927_P42336",0.640855451737108,"positive"
"P35869_P42336",0.631029896203845,"negative"
"P38117_P42336",0.593365195078912,"negative"
"O60934_P42338",0.737638863392344,"positive"
"O75385_P42345",0.679771875286063,"positive"
"P31749_P42345",0.72751163298174,"positive"
"P02511_P42574",0.60459017481832,"positive"
"P09341_P42574",0.57339716315026,"negative"
"P09874_P42574",0.726087287590636,"positive"
"P10599_P42574",0.740983141286237,"positive"
"O95750_P42701",0.631855582777251,"negative"
"P29459_P42701",0.728180355382242,"positive"
"P13725_P42702",0.64928443886643,"positive"
"P15018_P42702",0.695162242066126,"positive"
"P26441_P42702",0.693229081159412,"positive"
"P08700_P42768",0.644406791454336,"negative"
"P16333_P42768",0.622012881042459,"positive"
"P11802_P42771",0.789634251408718,"positive"
"P16435_P42830",0.494789304790599,"negative"
"P25025_P42830",0.620350401707645,"positive"
"P17693_P42858",0.654094743293011,"negative"
"P41586_P42858",0.531092926198352,"negative"
"P07900_P43034",0.696965271099052,"positive"
"P09622_P43220",0.498420358125805,"negative"
"P32780_P43220",0.508114270704309,"negative"
"P08648_P43246",0.531646624840233,"negative"
"P20585_P43246",0.776295653521958,"positive"
"P20783_P43308",0.482093861241932,"negative"
"P15927_P43351",0.692233372087526,"positive"
"P18074_P43351",0.696406744566601,"positive"
"P19447_P43351",0.762613956924213,"positive"
"P27694_P43351",0.71820167956,"positive"
"P35244_P43351",0.693043054077087,"positive"
"P16220_P43403",0.723113742148429,"negative"
"P22681_P43403",0.736062412799324,"positive"
"P07948_P43405",0.842924011572404,"positive"
"P19174_P43405",0.672394892265717,"positive"
"P40763_P43405",0.74297328987089,"positive"
"O75419_P43489",0.539725607381102,"negative"
"P23510_P43489",0.659969082079037,"positive"
"P27037_P43490",0.603846752409881,"negative"
"P06400_P43686",0.638617248796522,"positive"
"O95727_P45381",0.547706898725223,"negative"
"P11487_P46060",0.594156321734643,"negative"
"P00519_P46108",0.785662772790586,"positive"
"P22681_P46108",0.66742673224477,"positive"
"P34741_P46109",0.583970641310735,"negative"
"P06493_P46527",0.669212250193732,"positive"
"P11802_P46527",0.764045899250897,"positive"
"P20248_P46527",0.550824858651553,"positive"
"P24864_P46527",0.671808565000591,"positive"
"P24941_P46527",0.721049437659059,"positive"
"P01912_P46531",0.588349664226345,"negative"
"P15976_P46776",0.499213803849312,"negative"
"O00175_P47712",0.54666206244991,"negative"
"P05107_P47712",0.588880523642043,"negative"
"P36941_P47712",0.56444256606163,"negative"
"O15243_P47813",0.48800779893639,"negative"
"P05362_P47813",0.518897550819885,"negative"
"P14784_P47813",0.508173121602331,"negative"
"P07737_P47992",0.582774060648867,"negative"
"P34947_P47992",0.707487258840583,"negative"
"O95407_P48023",0.602892914028587,"positive"
"P16333_P48023",0.677134874765416,"positive"
"O15444_P48059",0.655907956724604,"negative"
"O15243_P48357",0.620182935785527,"positive"
"O43432_P48357",0.589850819520977,"negative"
"O43543_P48357",0.591317956669417,"negative"
"P12081_P48357",0.464921035706781,"negative"
"P18858_P48357",0.527535487694699,"negative"
"P25325_P48357",0.506402833815948,"negative"
"P41159_P48357",0.692206184342296,"positive"
"P01563_P48551",0.543434135100589,"positive"
"P01569_P48551",0.495734591973141,"positive"
"P01574_P48551",0.671751481229458,"positive"
"P07737_P48551",0.632518653091666,"negative"
"P32881_P48551",0.493118805599634,"positive"
"P35354_P48551",0.670009402304565,"negative"
"O95863_P48995",0.555979067757739,"negative"
"P04275_P48995",0.709314352119736,"negative"
"O75396_P49023",0.579175942527162,"negative"
"P13612_P49023",0.616641534515098,"positive"
"P43308_P49023",0.609261042880592,"negative"
"O15169_P49407",0.774549188866112,"positive"
"P08588_P49407",0.744909389580516,"positive"
"P12931_P49407",0.769626662242991,"positive"
"P35408_P49407",0.761157203295798,"positive"
"P43220_P49407",0.647066094239992,"positive"
"P26367_P49458",0.54271184125063,"negative"
"P37108_P49458",0.689943668787108,"positive"
"P08588_P49459",0.525843691340102,"negative"
"P17693_P49459",0.694755888119945,"negative"
"P02489_P49590",0.533446680590044,"negative"
"P15927_P49643",0.577524023754131,"positive"
"O14625_P49682",0.673883413007497,"positive"
"O14773_P49682",0.565341639747043,"negative"
"O15269_P49682",0.49769968401983,"negative"
"P02778_P49682",0.754131547510027,"positive"
"P13501_P49682",0.776042050551733,"positive"
"O75419_P49736",0.804534970827554,"positive"
"P07333_P49736",0.452861852421321,"negative"
"P16152_P49736",0.569598110621123,"negative"
"P13765_P49763",0.597140375418895,"negative"
"P31749_P49763",0.64944382080182,"negative"
"P34932_P49763",0.533927759523925,"negative"
"P46940_P49763",0.558813137765734,"negative"
"O14798_P49765",0.480288986516464,"negative"
"P11498_P49765",0.646648093088686,"negative"
"P32302_P49767",0.553516697549337,"negative"
"P35916_P49767",0.682685835960823,"positive"
"P35968_P49767",0.779993904690066,"positive"
"P16066_P49768",0.568974692612647,"positive"
"P21333_P49768",0.634807177621314,"positive"
"P27635_P49768",0.630209406693608,"positive"
"P23415_P49789",0.595476142185942,"negative"
"P35222_P49789",0.609843999577649,"positive"
"O15169_P49841",0.717621325710098,"positive"
"P01106_P49841",0.680152290125995,"positive"
"P05412_P49841",0.708582590434931,"positive"
"P31749_P49841",0.791714505586794,"positive"
"O00268_P49848",0.694366347689871,"positive"
"A8MYU2_P49959",0.485554782360873,"negative"
"O60934_P49959",0.775501364750934,"positive"
"P18428_P49959",0.547935444252326,"negative"
"P32881_P49959",0.524599265620872,"negative"
"P41250_P50402",0.626390046527807,"negative"
"P21549_P50542",0.49445913296923,"positive"
"O14763_P50591",0.698621356163307,"positive"
"O14798_P50591",0.65311085397828,"positive"
"P06493_P50613",0.755361862288233,"positive"
"P10275_P50613",0.655879898430346,"positive"
"P11802_P50613",0.746122673468489,"positive"
"P24928_P50613",0.733131754499597,"positive"
"P24941_P50613",0.746227020441047,"positive"
"P48995_P50613",0.611014015587602,"negative"
"P31431_P51003",0.548597025272214,"negative"
"P48357_P51003",0.532692697265637,"negative"
"P28472_P51149",0.518583360361915,"negative"
"O14746_P51532",0.754451548782357,"positive"
"P35222_P51532",0.710436575539347,"positive"
"P35232_P51532",0.642883378644616,"positive"
"O14980_P51587",0.641240522696152,"positive"
"O43924_P51587",0.573656882021733,"negative"
"P05362_P51587",0.593177817811897,"negative"
"P25774_P51587",0.606840943284965,"negative"
"P38398_P51587",0.829489435913771,"positive"
"P01308_P51617",0.693721795603386,"negative"
"P14778_P51617",0.688870899679053,"positive"
"O75330_P51671",0.520051820436728,"negative"
"P14324_P51671",0.439198346669469,"negative"
"P49682_P51671",0.597555359519248,"positive"
"O00175_P51677",0.652640594603225,"positive"
"O14625_P51677",0.618660770922268,"positive"
"P02778_P51677",0.685079445108468,"positive"
"P10147_P51677",0.673533819208843,"positive"
"P13236_P51677",0.659630280084437,"positive"
"P13501_P51677",0.689311333115393,"positive"
"P51671_P51677",0.615478064524079,"positive"
"O00626_P51679",0.607979680467875,"positive"
"O15467_P51685",0.646099670828175,"positive"
"P20393_P51685",0.588366907264682,"negative"
"P22362_P51685",0.675600160977889,"positive"
"O15444_P51686",0.659068606482144,"positive"
"O15318_P51693",0.564157275159196,"negative"
"P14678_P51693",0.515721027747362,"negative"
"P08887_P51812",0.69186538304721,"negative"
"P28223_P51812",0.594126262672113,"positive"
"P10275_P51946",0.619875411664107,"positive"
"P10276_P51946",0.695954432520896,"positive"
"O00175_P52292",0.478786525740048,"negative"
"P01730_P52292",0.555969869563263,"negative"
"P41273_P52292",0.534608253861204,"negative"
"P52292_P52298",0.725682017037762,"positive"
"P24522_P52333",0.587235692506439,"negative"
"P27487_P52333",0.571249302764844,"negative"
"P31785_P52333",0.681682188327964,"positive"
"P19387_P52434",0.796164405367459,"positive"
"O43924_P52435",0.566529940608188,"negative"
"O76074_P52435",0.563470100425956,"negative"
"P19387_P52435",0.770940559562862,"positive"
"P01574_P52564",0.57928538635841,"negative"
"P19429_P52701",0.667165763748047,"negative"
"P43246_P52701",0.683853763128052,"positive"
"O43913_P52803",0.503404870901854,"negative"
"P10415_P52803",0.710807219255813,"negative"
"P27348_P52803",0.510180716236147,"negative"
"P29317_P52803",0.760459003800324,"positive"
"P29320_P52803",0.740929809110565,"positive"
"P08648_P52815",0.559654900050193,"negative"
"P10644_P52815",0.583737671067415,"negative"
"P15927_P52815",0.666202472190203,"negative"
"P50542_P52815",0.645008655786353,"negative"
"P51679_P52815",0.510364761731142,"negative"
"P27361_P53004",0.573648900970885,"positive"
"P28482_P53004",0.623073664055299,"positive"
"P08238_P53041",0.765401795923999,"positive"
"P28223_P53041",0.670550044985128,"positive"
"O14965_P53350",0.855774846252218,"positive"
"P30307_P53350",0.870457086241256,"positive"
"P05412_P53779",0.654927325417938,"positive"
"P17535_P53779",0.545183216932806,"positive"
"P08648_P54278",0.571066762323128,"negative"
"P21953_P54278",0.6464870255244,"negative"
"P40692_P54278",0.762778365969074,"positive"
"P19793_P55055",0.794654005262706,"positive"
"P50402_P55055",0.706047630683638,"negative"
"P22607_P55075",0.694589384530236,"positive"
"P42574_P55212",0.823712546460891,"positive"
"P27487_P55273",0.590696495740286,"negative"
"P10275_P55317",0.740934012983466,"positive"
"P18564_P55317",0.645994772371983,"negative"
"O43432_P55854",0.554884950582773,"negative"
"P32246_P55854",0.553811094116733,"negative"
"P52333_P55854",0.605133782404287,"negative"
"O00303_P55884",0.792279570998749,"positive"
"O15372_P55884",0.784619024903593,"positive"
"O75821_P55884",0.837496748790008,"positive"
"P21860_P55884",0.568336052194365,"negative"
"P10415_P55957",0.689725123954866,"positive"
"P42574_P55957",0.757023715569255,"positive"
"P35638_P56199",0.538047714991325,"negative"
"P01100_P56279",0.595680378796193,"positive"
"P05412_P56279",0.492996896244757,"positive"
"P07947_P56279",0.402896954385533,"negative"
"P28827_P56279",0.416706670529169,"negative"
"P35225_P56279",0.592275429435724,"negative"
"P35638_P56279",0.576615606038516,"negative"
"P41597_P56279",0.609975887555801,"negative"
"P51636_P56279",0.432896802150576,"negative"
"O15379_P56524",0.640716599231134,"positive"
"O75376_P56524",0.623579397840927,"positive"
"P18754_P56856",0.502437149158801,"negative"
"P21580_P56856",0.539661117060814,"negative"
"P22626_P56856",0.484579156301454,"negative"
"O00311_P59768",0.564960963723195,"negative"
"P05113_P59768",0.626967898279339,"negative"
"O15143_P59998",0.729315561157251,"positive"
"O15144_P59998",0.661426805432201,"positive"
"P04085_P59998",0.549807715849667,"negative"
"P48357_P59998",0.569232762111324,"negative"
"O00303_P60228",0.803928384033572,"positive"
"O15371_P60228",0.810660396354606,"positive"
"O15372_P60228",0.836401253551059,"positive"
"O75822_P60228",0.684903183327133,"positive"
"P55884_P60228",0.817734009069536,"positive"
"O75462_P60468",0.517648670185544,"negative"
"P02778_P60468",0.584396165705451,"negative"
"P08588_P60468",0.461712218083088,"negative"
"P43308_P60468",0.746836878259643,"positive"
"O14763_P60568",0.598106793666676,"negative"
"P14784_P60568",0.654076473369539,"positive"
"P31785_P60568",0.554903004028319,"positive"
"O00330_P60604",0.593180627400038,"negative"
"O43913_P60604",0.598446109096677,"negative"
"P04085_P60763",0.603714524877891,"negative"
"P17542_P60763",0.641864236156098,"negative"
"P19793_P60763",0.628947834012178,"positive"
"P43357_P60763",0.616350098519436,"negative"
"P11940_P60842",0.546875308966561,"positive"
"O43739_P60896",0.572905630569183,"negative"
"P06731_P60896",0.521712872318209,"negative"
"P41743_P60896",0.644685132426146,"negative"
"P51587_P60896",0.675617603814159,"positive"
"P25789_P60900",0.750343760340245,"positive"
"P51665_P60900",0.756031126117181,"positive"
"O15085_P60953",0.614366411001498,"positive"
"P46940_P60953",0.673333329778076,"positive"
"P49590_P61077",0.642523348559976,"negative"
"O15143_P61158",0.811435299165763,"positive"
"O15144_P61158",0.795346766881303,"positive"
"P21953_P61158",0.598754719791096,"negative"
"O15143_P61160",0.799773527094005,"positive"
"O15144_P61160",0.740893402827619,"positive"
"P41586_P61160",0.518206461139286,"negative"
"O15234_P61326",0.668888092306767,"positive"
"O43294_P61326",0.601892276042866,"negative"
"P38919_P61326",0.813309657292694,"positive"
"O15085_P61586",0.665171041295312,"positive"
"P46527_P61586",0.684530720648623,"positive"
"P51532_P61586",0.615336447746838,"negative"
"P02786_P61769",0.680895354870532,"positive"
"P13747_P61769",0.821848412573737,"positive"
"P15813_P61769",0.693827682536271,"positive"
"P36897_P61812",0.736419393544949,"positive"
"P38398_P61956",0.68921471744967,"positive"
"O75533_P62136",0.687541239569465,"positive"
"P41236_P62136",0.573327818464098,"positive"
"P42261_P62136",0.490143874367017,"positive"
"O15467_P62306",0.457527403909775,"negative"
"P50402_P62308",0.630230461060809,"negative"
"P19876_P62314",0.546072089262423,"negative"
"P06213_P62330",0.647637695094733,"positive"
"P42261_P62424",0.463930757349414,"negative"
"P49768_P62491",0.521598848112218,"positive"
"P06730_P62753",0.738207425226045,"positive"
"O43915_P62837",0.497747896297693,"negative"
"P13232_P62837",0.523276751311578,"negative"
"P22681_P62837",0.658668546868851,"positive"
"O15297_P62873",0.603917372944683,"negative"
"P59768_P62873",0.605593804776755,"positive"
"P49427_P62877",0.758720851406315,"positive"
"P61081_P62877",0.782312633919712,"positive"
"O43561_P62993",0.732805480795021,"positive"
"P09619_P62993",0.5939324074371,"positive"
"P10721_P62993",0.584147155061334,"positive"
"P22681_P62993",0.719939989458486,"positive"
"P23458_P62993",0.732887275398372,"positive"
"P35568_P62993",0.644005673933598,"positive"
"P46527_P62993",0.688704688886879,"positive"
"O15551_P62995",0.509612929791368,"negative"
"P38159_P62995",0.757462024426025,"positive"
"P56279_P63000",0.480118836895674,"negative"
"O43561_P63098",0.674910343537503,"negative"
"P52803_P63098",0.595849702400042,"negative"
"P19419_P63165",0.729639043398,"positive"
"P26367_P63165",0.65543355107104,"positive"
"P38398_P63165",0.767001771018027,"positive"
"P46060_P63165",0.691496726659383,"positive"
"P25963_P63208",0.645381823341627,"positive"
"P16520_P63211",0.665313112707112,"positive"
"P62873_P63211",0.513581446925147,"positive"
"P10275_P63279",0.678238834458726,"positive"
"P40189_P63279",0.604334512660872,"negative"
"P43351_P63279",0.728555380958251,"positive"
"P46060_P63279",0.63828158646673,"positive"
"P63165_P63279",0.686056838713594,"positive"
"P23528_P67775",0.743726896793331,"positive"
"P30153_P67775",0.70678286275615,"positive"
"P19784_P67870",0.759694896603418,"positive"
"P22681_P68036",0.677350302836438,"positive"
"P32971_P68036",0.524528007475138,"negative"
"P24928_P78352",0.605923413438723,"negative"
"O14807_P78406",0.462155906992841,"negative"
"P37198_P78423",0.555518193999083,"negative"
"P49238_P78423",0.667596351733971,"positive"
"P60896_P78423",0.491593590012446,"negative"
"P63208_P78423",0.516653310763374,"negative"
"P17535_P78504",0.549855897587733,"negative"
"P46531_P78504",0.691808982380156,"positive"
"O15530_P78536",0.722285176784709,"positive"
"P11473_P78536",0.618569484071955,"negative"
"P12931_P78536",0.64342383486232,"positive"
"O00175_P78552",0.534348301020291,"negative"
"O15143_P78552",0.586672209483757,"negative"
"O95822_P78552",0.561739282728585,"negative"
"P19793_P78552",0.559022176200904,"negative"
"P25774_P78552",0.607583852675931,"negative"
"P35225_P78552",0.57596472550184,"positive"
"P38919_P78552",0.527431459427185,"negative"
"P42768_P78552",0.501771681875523,"negative"
"O60603_P78556",0.682468208036192,"negative"
"P15813_P78556",0.651145110045515,"negative"
"P31946_P78556",0.573469131107439,"negative"
"P38919_P78556",0.593997482037491,"negative"
"P51684_P78556",0.613715042401405,"positive"
"P32246_P80075",0.743573820694275,"positive"
"P41597_P80075",0.598904171279853,"positive"
"P32246_P80098",0.713926319489105,"positive"
"P41597_P80098",0.613240273141146,"positive"
"P49682_P80098",0.586768842845618,"positive"
"P51677_P80098",0.617279373442204,"positive"
"O00203_P82664",0.587722197937341,"negative"
"O15551_P82664",0.546663369207129,"negative"
"O75385_P82664",0.557663822578904,"negative"
"P02489_P82664",0.502398011847713,"negative"
"P23763_P82664",0.518844555780207,"negative"
"P52815_P82664",0.775594028315264,"positive"
"P12694_P84077",0.64826911345587,"negative"
"O75175_P84090",0.575233286656052,"negative"
"P10600_P84090",0.412848200573111,"negative"
"P45381_P84090",0.456011762995111,"negative"
"P62318_P84090",0.661708734726133,"positive"
"P78552_P84090",0.511366799536289,"negative"
"O43353_P98170",0.782919465944818,"positive"
"O43915_P98170",0.604338843742992,"negative"
"P42574_P98170",0.768767039347048,"positive"
"O95727_P99999",0.444551864929131,"negative"
"P16435_P99999",0.559725316243993,"positive"
"P08047_Q00403",0.613093698226838,"positive"
"P12644_Q00403",0.485771114008235,"negative"
"P19387_Q00403",0.730394262857761,"positive"
"P19388_Q00403",0.651924072502978,"positive"
"P20226_Q00403",0.752938907714893,"positive"
"P35269_Q00403",0.670593102077365,"positive"
"O14798_Q00534",0.487112258002127,"negative"
"P06400_Q00534",0.684479081323087,"positive"
"P24385_Q00534",0.72537300566531,"positive"
"P30281_Q00534",0.687045087347954,"positive"
"P42771_Q00534",0.7725969958547,"positive"
"P55273_Q00534",0.765410268374471,"positive"
"O00571_Q00653",0.665879620950177,"positive"
"O14920_Q00653",0.728480233903192,"positive"
"O15111_Q00653",0.746796125156165,"positive"
"P19838_Q00653",0.816766665566688,"positive"
"P25963_Q00653",0.782925038866258,"positive"
"P41279_Q00653",0.675153207059504,"positive"
"P08709_Q00722",0.590149957147039,"negative"
"P63000_Q00722",0.489590288101591,"positive"
"O15144_Q00839",0.677740550143818,"negative"
"P19174_Q00839",0.699763951496775,"positive"
"P26992_Q00839",0.578093052231698,"negative"
"P35408_Q00839",0.635757946736182,"negative"
"P78552_Q00839",0.527503082376093,"negative"
"P26368_Q01081",0.706662011677721,"positive"
"P36941_Q01081",0.493435283461953,"negative"
"O96000_Q01094",0.607785825974285,"negative"
"P06400_Q01094",0.691440390980773,"positive"
"P09874_Q01094",0.779270991280789,"positive"
"P19838_Q01094",0.729316075048275,"positive"
"P20226_Q01094",0.618583092752779,"positive"
"P35232_Q01094",0.70889287246825,"positive"
"P38398_Q01094",0.803681902881837,"positive"
"P60953_Q01094",0.620283396123115,"negative"
"O95822_Q01113",0.574279382540062,"negative"
"P15248_Q01113",0.642750579334414,"positive"
"O96019_Q01201",0.577045881612101,"positive"
"P19838_Q01201",0.784411275016142,"positive"
"P51532_Q01201",0.669794161677967,"positive"
"P52292_Q01201",0.62723139383119,"positive"
"Q00653_Q01201",0.805408444045141,"positive"
"P05113_Q01344",0.588760580165276,"positive"
"P43034_Q01344",0.491686152290119,"negative"
"P35609_Q01668",0.688278225731186,"positive"
"P49459_Q01668",0.503187609008567,"negative"
"P78556_Q02156",0.662395382116164,"negative"
"P04049_Q02750",0.739490715553311,"positive"
"P53004_Q02750",0.633754967324777,"positive"
"O15047_Q02763",0.602610129502255,"negative"
"O15123_Q02763",0.831924878064936,"positive"
"P24928_Q02763",0.538798076404329,"negative"
"P51587_Q02763",0.602764274016902,"negative"
"P54132_Q02763",0.613054298268372,"negative"
"P63208_Q02763",0.633168211952727,"negative"
"P05112_Q02878",0.396577304954308,"negative"
"Q00653_Q02878",0.620747042094963,"positive"
"O14746_Q03135",0.67693350327474,"negative"
"P00519_Q03135",0.752722041628246,"positive"
"P10275_Q03135",0.681056075592036,"positive"
"P13861_Q03135",0.659682459205869,"positive"
"P19174_Q03135",0.672921834452234,"positive"
"P20936_Q03135",0.688255435721478,"positive"
"P35354_Q03135",0.689128975671041,"positive"
"P48995_Q03135",0.791517225627196,"positive"
"P51636_Q03135",0.863056739647658,"positive"
"P01137_Q03167",0.666602031914107,"positive"
"P37173_Q03167",0.711105599545282,"positive"
"P61812_Q03167",0.626559957271929,"positive"
"O00422_Q03518",0.562288976770356,"negative"
"O15169_Q03518",0.641153993456373,"negative"
"O75874_Q03519",0.520899203271158,"negative"
"P13747_Q03519",0.716203110593567,"positive"
"P49238_Q03519",0.540236589744704,"negative"
"Q03518_Q03519",0.820702849406351,"positive"
"O15111_Q04206",0.763725623970635,"positive"
"P18428_Q04206",0.62955262861791,"negative"
"P19838_Q04206",0.809087935998229,"positive"
"P25963_Q04206",0.79169646188965,"positive"
"P34932_Q04206",0.540877088062062,"positive"
"P35221_Q04206",0.653600525416324,"positive"
"P41279_Q04206",0.647378179474318,"positive"
"P47712_Q04206",0.586796532472329,"positive"
"Q00653_Q04206",0.793370094515055,"positive"
"Q01201_Q04206",0.75133158616951,"positive"
"P47712_Q04323",0.559932335068173,"positive"
"O15270_Q04771",0.565664806201389,"negative"
"P27037_Q04771",0.796974448397133,"positive"
"P53004_Q04771",0.59415615955258,"negative"
"P54274_Q04771",0.62816888486599,"negative"
"P19838_Q04864",0.740294173929078,"positive"
"P25963_Q04864",0.710362139434438,"positive"
"P34932_Q04864",0.534677142980251,"positive"
"P41279_Q04864",0.678957025858352,"positive"
"Q00653_Q04864",0.77966311531133,"positive"
"Q04206_Q04864",0.728624406486821,"positive"
"O43463_Q04917",0.662064027098618,"negative"
"P15531_Q05193",0.591997144171828,"positive"
"P52298_Q05193",0.556885059422908,"negative"
"O75376_Q05516",0.718667129819683,"positive"
"O15243_Q05655",0.61933059706686,"negative"
"P01236_Q06190",0.554782343708833,"negative"
"P46108_Q06190",0.569709415937531,"negative"
"P55884_Q06190",0.512264764619284,"negative"
"Q04864_Q06190",0.492302155565573,"negative"
"P05165_Q06330",0.597028769617422,"negative"
"P10767_Q06330",0.558860634208659,"negative"
"P46531_Q06330",0.738063852765131,"positive"
"Q01484_Q06413",0.723556050394044,"negative"
"O14980_Q06609",0.572797827549099,"positive"
"P01574_Q06609",0.631920351863616,"negative"
"P27694_Q06609",0.683204629651105,"positive"
"P43351_Q06609",0.766835460151031,"positive"
"P51587_Q06609",0.806602950890624,"positive"
"P54132_Q06609",0.743217249199807,"positive"
"P61956_Q06609",0.574022854602369,"positive"
"P63165_Q06609",0.611566974089703,"positive"
"P63279_Q06609",0.743309790978398,"positive"
"P80098_Q06609",0.618267229099858,"negative"
"P01374_Q06643",0.728980204836587,"positive"
"P17693_Q06945",0.596703851611525,"negative"
"P19876_Q06945",0.55214807690014,"negative"
"P41273_Q07011",0.687402245770125,"positive"
"P08238_Q07325",0.517270790979339,"negative"
"P41567_Q07325",0.502591396969774,"negative"
"P49682_Q07325",0.706745832846864,"positive"
"P51677_Q07325",0.643362303481615,"positive"
"P25054_Q07666",0.736756232805889,"positive"
"P21796_Q07817",0.652687102515213,"positive"
"P42345_Q07817",0.64661703028486,"positive"
"P55957_Q07817",0.742344772323116,"positive"
"P13612_Q07869",0.593417920893783,"negative"
"P19793_Q07869",0.782377987498171,"positive"
"P01112_Q07889",0.674860905381588,"positive"
"P19876_Q07889",0.579633401541362,"negative"
"P26368_Q07955",0.729422542568594,"positive"
"P35462_Q07955",0.601724345892352,"negative"
"P38919_Q07955",0.66177700723672,"positive"
"P46939_Q08209",0.593931067320556,"positive"
"P63098_Q08209",0.808354971342881,"positive"
"O14980_Q08211",0.743543778717192,"positive"
"P01579_Q08211",0.583780952882457,"negative"
"P22301_Q08334",0.596119799655992,"positive"
"P26196_Q08334",0.480979278018317,"negative"
"Q04864_Q08334",0.552781864797875,"negative"
"P33151_Q08999",0.559140622374062,"negative"
"P06730_Q09161",0.739345457594199,"positive"
"P11940_Q09161",0.773536112018286,"positive"
"P52298_Q09161",0.735198108988146,"positive"
"O60573_Q09428",0.542588468778347,"negative"
"O75376_Q09428",0.527627276922442,"negative"
"P14621_Q09428",0.504952016691268,"negative"
"P22626_Q09428",0.517091974540329,"negative"
"P62877_Q09428",0.493131644780129,"negative"
"Q01484_Q09428",0.618388729194977,"positive"
"P56279_Q09472",0.535692241357399,"positive"
"Q06945_Q09472",0.680215115702959,"positive"
"O43683_Q10567",0.601317473172722,"positive"
"P04275_Q10567",0.544685505921438,"negative"
"P17844_Q10567",0.598274991713086,"negative"
"O00592_Q10570",0.442930599620567,"negative"
"P07948_Q10570",0.582380852413037,"negative"
"Q03135_Q10570",0.578005802788579,"negative"
"P08588_Q12772",0.609491701275494,"negative"
"P09919_Q12778",0.675594315301144,"negative"
"P21781_Q12778",0.606140785046769,"negative"
"P31749_Q12778",0.718403027219831,"positive"
"P11717_Q12824",0.599558356466432,"negative"
"P51532_Q12824",0.768464407343218,"positive"
"Q01201_Q12824",0.675246011951921,"positive"
"P20702_Q12834",0.568188352668947,"negative"
"P30260_Q12834",0.769747979429074,"positive"
"P09661_Q12874",0.758359425946113,"positive"
"P13612_Q12874",0.621617319479355,"negative"
"Q07889_Q12874",0.510038270001604,"negative"
"O75376_Q12879",0.524122435940457,"negative"
"P12644_Q12879",0.627708341425132,"negative"
"P29475_Q12879",0.70208420301179,"positive"
"P78352_Q12879",0.688260211826482,"positive"
"Q08211_Q12879",0.517959832619253,"negative"
"P78423_Q12931",0.548332841226057,"negative"
"P01375_Q12933",0.741135056885717,"positive"
"P20333_Q12933",0.63893056397038,"positive"
"P25942_Q12933",0.760533454961463,"positive"
"O00268_Q12962",0.718449980963461,"positive"
"P07996_Q12962",0.581071604682862,"negative"
"P10912_Q12962",0.505849839763685,"negative"
"P20226_Q12962",0.754487073697093,"positive"
"P49848_Q12962",0.80437258106487,"positive"
"O95352_Q12996",0.525978029660654,"negative"
"P10515_Q12996",0.641835733541234,"negative"
"P10809_Q12996",0.647473989268914,"negative"
"P60604_Q12996",0.617914510886072,"negative"
"O75056_Q13009",0.650975712952127,"positive"
"P18827_Q13009",0.639206826705747,"positive"
"P31431_Q13009",0.622302632429023,"positive"
"P34741_Q13009",0.60698810408932,"positive"
"P12034_Q13042",0.519538894902407,"negative"
"P30260_Q13042",0.743072055331963,"positive"
"Q05193_Q13043",0.557579257918576,"negative"
"Q12778_Q13043",0.745787605830252,"positive"
"P17936_Q13084",0.506618814296524,"negative"
"P28223_Q13084",0.498266742580801,"positive"
"O15117_Q13094",0.777728208726357,"positive"
"P21781_Q13094",0.640789656819682,"negative"
"O43927_Q13105",0.592369688872474,"negative"
"O75822_Q13105",0.489373280795983,"negative"
"P06401_Q13105",0.643348910746702,"positive"
"P15248_Q13105",0.565404314909228,"negative"
"P21731_Q13105",0.556799981913208,"negative"
"P35070_Q13105",0.549874506641408,"negative"
"P45381_Q13105",0.552459033029787,"negative"
"P84090_Q13105",0.478132345014899,"negative"
"O95786_Q13114",0.732611455486559,"positive"
"P25942_Q13114",0.747531606122426,"positive"
"P36941_Q13114",0.652739739638282,"positive"
"P61769_Q13114",0.650499193309064,"negative"
"O75376_Q13127",0.676296159255632,"positive"
"P05091_Q13131",0.449900665221719,"negative"
"P24844_Q13131",0.578021500963949,"positive"
"P82664_Q13131",0.466575418989806,"negative"
"P21333_Q13153",0.737720987789203,"positive"
"P46776_Q13153",0.515492874307726,"positive"
"P60228_Q13153",0.570285916763274,"positive"
"P60953_Q13153",0.672492486513584,"positive"
"P62424_Q13153",0.539294032457714,"positive"
"P63000_Q13153",0.683114433555979,"positive"
"Q01130_Q13153",0.585516628003877,"positive"
"O43716_Q13156",0.444730008192445,"negative"
"O60603_Q13156",0.652084168298462,"negative"
"P13569_Q13156",0.60702919844903,"negative"
"P27694_Q13156",0.659743340382715,"positive"
